loan_percent_income,loan_int_rate,loan_amnt,previous_loan_defaults_on_file
0.15,11.99,13600.0,No
0.14,9.88,13600.0,Yes
0.17,6.99,20000.0,Yes
0.1,7.49,12000.0,Yes
0.09,5.99,11000.0,Yes
0.13,6.03,13600.0,No
0.1,5.42,12000.0,Yes
0.2,10.38,8000.0,No
0.07,13.49,8000.0,No
0.04,5.99,4200.0,Yes
0.17,11.01,13625.0,Yes
0.03,5.42,4000.0,Yes
0.09,7.49,10000.0,No
0.08,7.49,9000.0,Yes
0.34,16.35,13650.0,No
0.27,13.11,11000.0,Yes
0.04,11.01,4200.0,Yes
0.2,14.26,8000.0,Yes
0.12,14.61,5000.0,No
0.05,16.02,5000.0,No
0.17,11.11,20000.0,Yes
0.06,5.79,7000.0,No
0.1,10.0,11625.0,Yes
0.07,7.29,8000.0,Yes
0.22,13.8,25000.0,Yes
0.17,11.11,20000.0,No
0.09,11.58,3600.0,Yes
0.25,18.79,13650.0,No
0.16,11.11,18250.0,Yes
0.29,14.09,25000.0,No
0.1,11.01,12000.0,No
0.14,5.79,16000.0,Yes
0.37,15.05,13750.0,No
0.32,7.51,13750.0,No
0.03,14.84,3500.0,No
0.17,7.88,20000.0,No
0.25,8.49,10000.0,Yes
0.21,14.96,13750.0,Yes
0.04,10.38,5000.0,No
0.06,13.61,2500.0,Yes
0.2,7.29,8000.0,Yes
0.07,7.88,8000.0,Yes
0.13,7.51,15000.0,No
0.17,11.78,7000.0,No
0.04,7.51,5000.0,Yes
0.11,7.29,4200.0,Yes
0.02,10.38,2000.0,Yes
0.14,8.49,13800.0,No
0.14,11.99,13800.0,Yes
0.17,11.01,20000.0,Yes
0.03,9.88,4000.0,Yes
0.11,7.66,13800.0,No
0.04,10.99,5000.0,Yes
0.1,13.11,12000.0,Yes
0.17,10.99,20000.0,Yes
0.13,13.99,5000.0,Yes
0.09,11.01,3600.0,No
0.09,10.99,10000.0,Yes
0.17,14.96,15000.0,No
0.19,16.45,16500.0,No
0.1,7.49,13800.0,Yes
0.14,14.42,5600.0,No
0.17,16.7,20000.0,Yes
0.04,11.83,5000.0,Yes
0.15,10.62,13900.0,No
0.06,12.53,7000.0,No
0.05,13.92,6000.0,Yes
0.27,6.92,14000.0,No
0.1,11.01,12000.0,No
0.27,9.45,14000.0,No
0.1,13.04,11400.0,Yes
0.02,15.01,2125.0,No
0.26,7.51,14000.0,No
0.09,5.42,10000.0,Yes
0.12,7.88,14400.0,Yes
0.22,15.65,25200.0,No
0.13,6.17,15000.0,Yes
0.15,10.25,18000.0,No
0.09,6.17,10000.0,No
0.15,7.51,18000.0,Yes
0.12,17.19,14000.0,Yes
0.21,11.58,25000.0,No
0.15,7.9,18000.0,Yes
0.29,16.49,14000.0,No
0.08,6.17,9300.0,Yes
0.1,9.91,12000.0,No
0.07,11.01,8000.0,No
0.05,15.96,6400.0,Yes
0.03,6.62,4000.0,Yes
0.4,15.99,35000.0,No
0.04,6.99,5000.0,No
0.25,8.49,14000.0,Yes
0.14,6.62,16000.0,No
0.29,15.58,14000.0,No
0.07,11.11,8000.0,Yes
0.24,10.37,14000.0,Yes
0.13,9.63,15000.0,Yes
0.19,12.68,22000.0,Yes
0.13,16.4,15000.0,No
0.25,7.88,14000.0,Yes
0.11,6.91,12975.0,Yes
0.05,13.61,6000.0,Yes
0.04,7.51,5000.0,Yes
0.06,13.61,6800.0,No
0.27,16.89,14000.0,No
0.21,14.59,25000.0,Yes
0.04,11.01,4800.0,Yes
0.08,13.57,10000.0,Yes
0.23,11.71,14000.0,Yes
0.03,16.32,4000.0,Yes
0.26,14.83,14000.0,No
0.02,11.01,1800.0,Yes
0.06,11.34,7500.0,Yes
0.1,10.28,12000.0,No
0.14,11.01,14000.0,No
0.08,5.99,10000.0,No
0.23,9.88,14000.0,Yes
0.23,12.21,14000.0,Yes
0.23,17.19,24000.0,No
0.12,7.51,14500.0,Yes
0.07,7.49,8000.0,Yes
0.21,11.12,25000.0,No
0.09,9.32,10400.0,Yes
0.05,6.54,5575.0,Yes
0.13,6.54,15000.0,Yes
0.22,6.91,14000.0,Yes
0.09,15.27,3500.0,Yes
0.03,14.74,3500.0,No
0.1,6.03,12000.0,Yes
0.22,14.27,14000.0,Yes
0.08,11.71,10000.0,No
0.08,6.62,10000.0,Yes
0.22,14.65,14000.0,Yes
0.02,5.42,2000.0,No
0.1,7.49,12000.0,Yes
0.08,6.99,3000.0,Yes
0.1,8.49,12000.0,No
0.08,18.07,10000.0,Yes
0.05,10.59,6000.0,Yes
0.05,11.11,6500.0,Yes
0.21,10.99,14000.0,No
0.05,10.36,5000.0,No
0.21,7.14,14000.0,No
0.21,14.46,25000.0,Yes
0.04,5.79,5000.0,No
0.08,11.01,10000.0,Yes
0.24,13.92,14000.0,No
0.23,11.01,24000.0,No
0.17,13.48,18000.0,No
0.12,7.88,14000.0,Yes
0.19,10.99,20000.0,No
0.2,11.01,24250.0,No
0.21,6.62,14000.0,Yes
0.21,9.99,14000.0,Yes
0.08,8.94,10000.0,Yes
0.21,11.83,25000.0,Yes
0.05,16.0,4800.0,No
0.12,8.94,14500.0,No
0.19,12.98,7500.0,No
0.01,11.14,1000.0,No
0.17,13.57,20000.0,Yes
0.05,9.63,6400.0,Yes
0.02,7.37,2000.0,Yes
0.14,7.66,16000.0,No
0.14,6.91,15000.0,No
0.21,11.66,14000.0,No
0.21,6.54,14000.0,Yes
0.08,9.63,7000.0,No
0.13,11.36,15000.0,Yes
0.08,6.62,10000.0,No
0.08,6.62,9400.0,Yes
0.08,6.62,9000.0,Yes
0.07,6.99,8450.0,Yes
0.21,12.21,14000.0,Yes
0.07,12.68,8000.0,Yes
0.08,11.14,10000.0,Yes
0.21,14.35,14000.0,Yes
0.16,8.59,6500.0,No
0.08,8.59,10000.0,No
0.2,6.92,14000.0,Yes
0.08,13.06,9600.0,Yes
0.38,11.01,15000.0,Yes
0.2,12.61,14000.0,No
0.01,11.49,1000.0,Yes
0.15,8.9,18000.0,No
0.1,6.03,12000.0,No
0.2,10.37,14000.0,No
0.04,11.49,5000.0,Yes
0.2,12.61,14000.0,No
0.19,12.69,14000.0,Yes
0.19,6.03,14000.0,Yes
0.12,6.17,15000.0,No
0.19,14.84,14000.0,Yes
0.02,7.88,1800.0,No
0.17,14.22,20000.0,Yes
0.1,9.88,12250.0,No
0.19,7.88,14000.0,Yes
0.07,14.91,8000.0,No
0.19,6.91,23000.0,No
0.08,11.01,8000.0,No
0.19,13.48,14000.0,Yes
0.07,11.58,8500.0,No
0.21,15.7,25000.0,Yes
0.21,14.59,14000.0,No
0.11,12.42,12800.0,Yes
0.06,7.51,7125.0,Yes
0.04,9.67,5000.0,Yes
0.05,14.74,5500.0,Yes
0.19,12.73,14000.0,No
0.1,9.62,12000.0,No
0.1,8.94,12000.0,Yes
0.02,11.01,2700.0,No
0.19,11.01,14000.0,Yes
0.17,7.49,20000.0,Yes
0.07,11.01,8000.0,Yes
0.04,11.49,4800.0,No
0.19,6.99,14000.0,No
0.1,10.38,12000.0,Yes
0.18,10.99,14000.0,Yes
0.08,13.61,10000.0,Yes
0.19,8.59,14000.0,Yes
0.07,8.0,8000.0,Yes
0.18,12.69,14000.0,Yes
0.21,11.71,25000.0,Yes
0.05,9.91,6600.0,Yes
0.18,7.88,14000.0,Yes
0.18,10.65,14000.0,Yes
0.29,16.77,35000.0,No
0.18,9.99,14000.0,Yes
0.18,10.99,14000.0,Yes
0.12,17.58,14000.0,Yes
0.12,13.49,15000.0,Yes
0.05,8.9,6000.0,Yes
0.18,7.49,14000.0,Yes
0.18,6.62,14000.0,No
0.05,8.9,6000.0,Yes
0.39,6.03,15000.0,Yes
0.17,12.99,14000.0,No
0.1,9.91,12000.0,Yes
0.08,6.03,9200.0,No
0.07,11.01,9000.0,No
0.19,17.58,20000.0,No
0.29,16.77,35000.0,No
0.04,10.65,4800.0,No
0.1,6.62,11650.0,Yes
0.08,14.65,8400.0,No
0.17,12.61,14000.0,No
0.17,9.63,14000.0,No
0.12,6.03,15000.0,Yes
0.18,14.42,14000.0,No
0.16,6.99,14000.0,Yes
0.16,10.37,6000.0,Yes
0.17,9.99,14000.0,No
0.21,14.96,14000.0,No
0.05,8.49,6000.0,No
0.07,9.99,8000.0,Yes
0.16,7.9,14000.0,Yes
0.1,5.99,12000.0,No
0.16,10.75,14000.0,Yes
0.01,13.49,1000.0,No
0.16,13.49,14000.0,Yes
0.12,9.99,14350.0,Yes
0.05,5.42,6000.0,Yes
0.05,6.99,5625.0,Yes
0.04,11.01,5000.0,Yes
0.12,13.99,15000.0,Yes
0.16,13.11,14000.0,No
0.07,11.49,8000.0,Yes
0.03,5.42,3275.0,Yes
0.09,6.99,10750.0,Yes
0.09,11.49,11200.0,No
0.08,10.59,10000.0,No
0.13,14.79,16000.0,No
0.05,8.49,6200.0,Yes
0.07,14.79,7700.0,No
0.15,11.11,14000.0,Yes
0.12,7.49,15000.0,No
0.06,13.99,7500.0,Yes
0.15,10.59,17600.0,Yes
0.1,14.74,4000.0,Yes
0.08,5.99,10000.0,Yes
0.02,11.49,3000.0,No
0.09,8.49,11000.0,Yes
0.08,10.59,10000.0,No
0.12,15.99,15000.0,No
0.12,11.99,15000.0,Yes
0.09,15.99,10300.0,Yes
0.22,19.69,24000.0,No
0.21,11.99,25000.0,No
0.15,10.99,14000.0,Yes
0.15,13.48,14000.0,No
0.14,11.01,14000.0,Yes
0.14,14.27,14000.0,Yes
0.04,6.92,5000.0,Yes
0.11,14.54,10000.0,No
0.08,7.66,10000.0,No
0.12,11.01,15000.0,Yes
0.14,14.17,14000.0,Yes
0.1,11.11,12000.0,Yes
0.05,5.79,6000.0,Yes
0.14,7.9,14000.0,Yes
0.08,11.11,9125.0,No
0.1,5.79,12000.0,Yes
0.25,18.62,30000.0,Yes
0.06,5.79,7000.0,Yes
0.1,6.92,12000.0,Yes
0.11,5.79,12800.0,Yes
0.17,6.17,20000.0,No
0.06,10.74,7700.0,Yes
0.08,10.74,10000.0,Yes
0.21,17.14,25000.0,Yes
0.06,6.54,7500.0,Yes
0.13,6.17,16000.0,Yes
0.13,6.62,14000.0,No
0.13,9.99,14000.0,Yes
0.13,6.03,14000.0,Yes
0.23,14.83,25000.0,No
0.13,12.23,14000.0,Yes
0.12,6.17,15000.0,Yes
0.14,5.79,17000.0,No
0.12,12.69,14000.0,Yes
0.08,6.54,10000.0,Yes
0.02,5.42,2000.0,Yes
0.04,9.62,5000.0,Yes
0.13,6.54,16000.0,No
0.12,6.17,14000.0,No
0.14,17.51,14000.0,No
0.12,11.01,14000.0,Yes
0.17,6.91,20000.0,Yes
0.04,12.23,5400.0,Yes
0.11,11.01,13500.0,Yes
0.12,13.85,14000.0,Yes
0.14,7.88,16800.0,Yes
0.15,16.45,14000.0,No
0.12,7.88,15000.0,Yes
0.12,10.75,14000.0,No
0.11,15.95,13750.0,No
0.03,13.23,3600.0,Yes
0.06,6.76,7000.0,Yes
0.11,7.88,14000.0,Yes
0.14,13.61,17000.0,Yes
0.12,14.26,14000.0,No
0.06,13.98,7000.0,No
0.08,7.51,10000.0,Yes
0.12,7.88,15000.0,Yes
0.13,14.72,16000.0,No
0.11,7.88,14000.0,Yes
0.21,10.75,25000.0,No
0.1,13.49,14000.0,No
0.1,9.99,14000.0,No
0.2,10.99,24000.0,No
0.12,13.85,15000.0,Yes
0.1,10.0,14000.0,Yes
0.04,7.14,4800.0,Yes
0.17,11.36,20000.0,Yes
0.1,11.01,14000.0,Yes
0.12,13.11,14000.0,Yes
0.09,13.48,14000.0,Yes
0.12,12.73,15000.0,Yes
0.21,15.33,25000.0,Yes
0.2,11.01,7500.0,No
0.2,10.99,24000.0,Yes
0.09,8.94,14000.0,No
0.12,10.25,14000.0,No
0.08,13.11,14000.0,Yes
0.04,7.14,5000.0,Yes
0.08,12.84,14000.0,Yes
0.14,16.07,17400.0,Yes
0.07,10.25,8000.0,No
0.1,15.33,12000.0,No
0.17,11.83,20000.0,Yes
0.08,5.42,14000.0,Yes
0.23,18.09,25000.0,No
0.01,14.26,1000.0,No
0.12,16.0,15000.0,Yes
0.21,11.48,25000.0,No
0.08,12.87,10000.0,Yes
0.12,8.94,15000.0,Yes
0.47,11.01,14075.0,No
0.08,14.26,10000.0,No
0.06,8.59,7000.0,Yes
0.11,11.48,13000.0,No
0.41,11.01,14075.0,No
0.25,14.26,14100.0,No
0.08,13.57,10000.0,Yes
0.1,8.94,12000.0,Yes
0.08,12.87,10000.0,Yes
0.1,12.18,12000.0,Yes
0.21,11.58,25000.0,No
0.12,12.21,15000.0,Yes
0.23,18.84,25000.0,No
0.36,7.9,14125.0,No
0.12,11.01,15000.0,Yes
0.16,7.9,6000.0,Yes
0.2,13.47,24000.0,Yes
0.06,13.47,6850.0,Yes
0.35,9.91,14125.0,No
0.38,6.62,14125.0,Yes
0.14,10.2,15000.0,No
0.05,6.03,1925.0,No
0.21,11.01,25000.0,Yes
0.12,11.28,15000.0,Yes
0.06,8.32,7500.0,Yes
0.05,11.01,6000.0,No
0.06,11.66,6400.0,No
0.29,11.49,14125.0,No
0.11,9.45,12800.0,Yes
0.13,10.99,14200.0,Yes
0.12,11.34,15000.0,Yes
0.15,9.91,14275.0,No
0.09,9.45,14275.0,No
0.19,16.02,17000.0,No
0.17,12.53,20600.0,Yes
0.02,9.99,1950.0,No
0.15,9.99,14000.0,No
0.08,16.4,10000.0,Yes
0.29,11.99,35000.0,Yes
0.16,7.9,20000.0,No
0.34,15.7,14400.0,No
0.07,11.99,8000.0,Yes
0.17,11.49,21000.0,Yes
0.09,10.75,10800.0,Yes
0.07,14.74,6000.0,No
0.4,6.62,15000.0,No
0.05,5.99,6000.0,Yes
0.33,13.57,14400.0,No
0.13,7.51,16000.0,Yes
0.14,11.71,17000.0,No
0.16,17.43,20000.0,Yes
0.19,10.99,7200.0,Yes
0.34,16.82,14400.0,No
0.32,15.05,14400.0,No
0.13,7.88,16000.0,No
0.2,11.01,25000.0,No
0.27,11.01,14400.0,No
0.2,12.53,24250.0,Yes
0.23,15.65,25000.0,No
0.27,9.62,14400.0,No
0.11,10.25,14000.0,Yes
0.27,7.88,14400.0,No
0.16,7.49,6000.0,Yes
0.17,13.48,20500.0,Yes
0.05,6.62,5600.0,Yes
0.08,8.0,9900.0,No
0.05,11.01,6400.0,Yes
0.26,11.01,14400.0,No
0.25,13.49,14400.0,Yes
0.11,6.62,13600.0,Yes
0.24,16.77,30000.0,Yes
0.24,11.01,14400.0,Yes
0.06,9.91,6975.0,Yes
0.23,7.51,14400.0,Yes
0.2,11.71,25000.0,No
0.26,11.01,14400.0,No
0.28,7.9,35000.0,Yes
0.06,12.42,8000.0,Yes
0.1,15.27,12000.0,No
0.19,8.9,23800.0,Yes
0.21,18.79,14400.0,No
0.11,5.42,13000.0,Yes
0.21,7.49,14400.0,Yes
0.09,7.91,11200.0,Yes
0.15,8.49,18000.0,Yes
0.08,7.49,10000.0,Yes
0.14,9.99,15000.0,No
0.08,10.36,9800.0,Yes
0.05,11.01,6000.0,Yes
0.2,11.01,14400.0,Yes
0.08,11.49,10000.0,Yes
0.2,8.9,14400.0,Yes
0.05,13.61,6000.0,No
0.12,11.01,14400.0,Yes
0.16,11.01,20000.0,No
0.06,11.01,7200.0,Yes
0.22,11.01,14400.0,No
0.16,10.25,20000.0,Yes
0.05,7.51,6000.0,No
0.16,11.36,20000.0,Yes
0.19,12.84,14400.0,Yes
0.2,12.53,14400.0,No
0.2,11.83,24250.0,No
0.06,12.87,7000.0,Yes
0.19,13.47,14400.0,No
0.18,9.62,14400.0,No
0.15,14.96,18000.0,No
0.12,8.94,15000.0,Yes
0.17,12.68,14400.0,Yes
0.18,12.84,19200.0,No
0.17,12.23,14400.0,Yes
0.16,11.14,14400.0,No
0.12,11.58,15000.0,No
0.17,10.0,14400.0,Yes
0.17,17.99,14400.0,No
0.2,11.01,25000.0,No
0.1,6.03,11800.0,Yes
0.13,7.88,16000.0,Yes
0.16,6.91,20000.0,No
0.04,14.22,5000.0,No
0.06,7.74,8000.0,Yes
0.17,13.49,21000.0,No
0.19,16.77,24000.0,No
0.03,13.49,4000.0,No
0.12,15.99,15000.0,No
0.23,11.01,29175.0,No
0.02,11.01,2500.0,No
0.06,10.74,8000.0,Yes
0.18,10.0,21850.0,Yes
0.05,10.37,6400.0,No
0.14,14.35,17000.0,Yes
0.05,11.01,6000.0,Yes
0.16,14.35,14400.0,No
0.15,14.27,14400.0,Yes
0.15,11.71,14400.0,No
0.15,12.68,14400.0,Yes
0.05,14.96,5000.0,No
0.27,15.7,25000.0,No
0.15,11.01,14400.0,No
0.11,15.65,4000.0,Yes
0.15,10.37,14400.0,Yes
0.11,11.01,4000.0,No
0.16,17.04,20000.0,Yes
0.15,7.66,14400.0,No
0.07,6.76,9000.0,Yes
0.03,11.01,4000.0,Yes
0.06,6.54,7500.0,Yes
0.14,8.49,14400.0,No
0.13,11.01,14400.0,Yes
0.09,6.17,3425.0,Yes
0.13,10.37,14400.0,Yes
0.11,6.03,13600.0,Yes
0.07,10.65,9000.0,No
0.16,14.27,15000.0,No
0.11,10.99,14000.0,Yes
0.04,11.01,5000.0,No
0.08,6.92,10000.0,Yes
0.12,11.71,14400.0,No
0.03,16.69,1200.0,No
0.12,10.74,14400.0,Yes
0.08,10.36,3000.0,Yes
0.19,9.99,7000.0,Yes
0.11,9.99,14000.0,Yes
0.15,11.01,19000.0,Yes
0.11,11.71,14400.0,No
0.09,14.46,14400.0,Yes
0.09,13.11,11000.0,Yes
0.09,12.69,14400.0,Yes
0.42,12.53,14500.0,No
0.2,12.84,25000.0,Yes
0.12,9.63,15000.0,Yes
0.12,14.22,15000.0,Yes
0.02,15.27,2500.0,No
0.39,7.66,14500.0,No
0.04,15.28,5000.0,No
0.13,5.99,16000.0,Yes
0.15,11.99,19200.0,Yes
0.09,11.01,12000.0,No
0.39,14.42,14500.0,No
0.08,11.71,9600.0,Yes
0.1,9.91,13000.0,Yes
0.38,17.04,14500.0,No
0.09,16.29,12000.0,No
0.09,6.62,12000.0,No
0.04,11.71,4800.0,No
0.06,10.65,7200.0,Yes
0.02,11.01,3000.0,No
0.06,7.51,7200.0,Yes
0.34,11.49,14500.0,No
0.04,12.69,5300.0,No
0.39,14.59,14500.0,No
0.09,5.42,11000.0,Yes
0.33,9.88,14500.0,No
0.09,11.99,12000.0,No
0.32,15.33,14500.0,No
0.09,10.99,12000.0,Yes
0.16,11.49,20000.0,Yes
0.13,8.49,16000.0,Yes
0.08,7.49,10000.0,Yes
0.03,11.99,3650.0,Yes
0.05,10.99,6000.0,No
0.04,11.01,5000.0,Yes
0.04,15.23,5600.0,Yes
0.15,11.99,19000.0,No
0.38,11.58,14500.0,No
0.05,9.99,6000.0,Yes
0.33,14.54,14500.0,No
0.04,15.23,4800.0,Yes
0.28,10.75,14500.0,No
0.32,13.85,14500.0,No
0.04,8.49,5000.0,Yes
0.08,15.65,10000.0,Yes
0.26,10.36,14500.0,No
0.08,9.63,9850.0,Yes
0.2,10.74,25000.0,Yes
0.26,13.16,14500.0,No
0.26,11.01,14500.0,No
0.12,15.95,15000.0,Yes
0.26,11.01,14500.0,No
0.22,6.62,14500.0,No
0.24,11.49,14500.0,No
0.12,16.82,15000.0,No
0.23,13.16,14500.0,No
0.08,11.01,10000.0,No
0.2,11.97,14500.0,No
0.05,14.22,6000.0,Yes
0.09,11.36,12000.0,Yes
0.08,7.51,10000.0,No
0.13,12.73,16000.0,Yes
0.09,10.25,12000.0,Yes
0.09,13.48,12000.0,No
0.14,8.94,18000.0,No
0.16,11.48,20000.0,No
0.06,11.01,7500.0,Yes
0.12,8.94,15000.0,Yes
0.22,16.0,25000.0,No
0.12,8.94,14500.0,Yes
0.1,11.83,12800.0,Yes
0.04,11.48,5000.0,Yes
0.07,7.9,14500.0,Yes
0.16,11.01,20000.0,Yes
0.33,11.36,12000.0,Yes
0.09,12.84,12000.0,No
0.12,12.53,15000.0,Yes
0.31,11.36,11500.0,No
0.08,12.18,3000.0,No
0.2,11.58,25000.0,Yes
0.27,14.61,10000.0,Yes
0.08,9.32,9500.0,Yes
0.04,7.68,5000.0,No
0.2,10.99,14525.0,Yes
0.07,12.53,2500.0,Yes
0.25,9.62,14550.0,No
0.05,13.87,6500.0,Yes
0.03,11.34,4000.0,Yes
0.34,10.65,14575.0,No
0.31,11.01,14575.0,No
0.39,6.03,14600.0,No
0.22,15.62,28000.0,No
0.2,12.61,14650.0,Yes
0.38,12.29,14700.0,No
0.15,8.49,14700.0,No
0.51,12.73,15000.0,No
0.03,7.66,3500.0,No
0.06,11.49,8000.0,Yes
0.2,6.99,25000.0,Yes
0.43,10.99,15000.0,No
0.12,7.51,15000.0,Yes
0.12,7.49,15000.0,No
0.2,11.36,25000.0,Yes
0.02,7.51,3000.0,Yes
0.07,9.88,8550.0,Yes
0.27,11.01,35000.0,Yes
0.42,10.0,15000.0,No
0.04,12.98,5000.0,Yes
0.09,6.54,12000.0,No
0.22,11.01,25000.0,No
0.08,7.14,10000.0,Yes
0.15,11.12,15000.0,No
0.42,9.62,15000.0,No
0.4,15.27,15000.0,No
0.2,11.14,7500.0,Yes
0.04,7.51,4575.0,Yes
0.41,12.84,15000.0,No
0.08,15.33,10000.0,Yes
0.2,18.09,25000.0,Yes
0.39,6.62,15000.0,No
0.16,12.18,20000.0,Yes
0.09,5.42,11525.0,Yes
0.12,13.06,16000.0,Yes
0.38,12.61,15000.0,No
0.11,7.88,14000.0,Yes
0.13,11.58,5000.0,Yes
0.14,11.01,5000.0,No
0.05,15.27,6000.0,Yes
0.23,9.99,30000.0,No
0.19,12.18,24250.0,Yes
0.23,14.91,30000.0,Yes
0.08,9.63,3000.0,Yes
0.19,5.99,24000.0,Yes
0.25,15.99,24000.0,No
0.38,9.88,15000.0,No
0.38,11.09,15000.0,No
0.02,11.01,3000.0,No
0.38,13.22,15000.0,No
0.08,7.14,10000.0,No
0.01,7.4,1000.0,Yes
0.17,13.22,19800.0,No
0.05,12.87,7000.0,Yes
0.13,13.47,17400.0,Yes
0.41,15.68,15000.0,No
0.13,17.03,15000.0,No
0.05,14.72,2000.0,Yes
0.08,7.29,10000.0,Yes
0.05,7.4,6000.0,No
0.19,16.45,25000.0,Yes
0.05,11.01,2000.0,Yes
0.2,10.96,7500.0,Yes
0.15,12.69,20000.0,Yes
0.05,8.0,2000.0,Yes
0.13,8.94,16500.0,Yes
0.06,15.27,8000.0,No
0.04,12.42,4800.0,No
0.05,11.71,2000.0,Yes
0.05,11.01,2000.0,Yes
0.05,6.92,2000.0,No
0.11,6.62,15000.0,No
0.05,9.91,2000.0,Yes
0.05,10.59,2000.0,Yes
0.03,11.01,4200.0,No
0.16,11.71,21000.0,Yes
0.05,13.99,2000.0,Yes
0.08,5.99,10000.0,Yes
0.27,8.49,35000.0,Yes
0.05,7.49,6000.0,No
0.05,12.99,2000.0,Yes
0.14,11.01,5000.0,Yes
0.14,11.01,18300.0,No
0.06,5.42,8000.0,Yes
0.05,8.38,2000.0,Yes
0.05,8.49,2000.0,Yes
0.06,9.62,7200.0,No
0.09,20.0,10000.0,No
0.07,5.79,9000.0,No
0.07,5.42,9050.0,Yes
0.19,10.75,24250.0,No
0.07,10.38,9000.0,Yes
0.08,7.88,10000.0,Yes
0.08,14.96,9950.0,Yes
0.03,7.14,4500.0,Yes
0.05,16.49,2000.0,Yes
0.04,5.42,2000.0,Yes
0.1,8.94,13000.0,No
0.04,11.14,2000.0,Yes
0.14,12.18,18500.0,Yes
0.08,13.57,10000.0,No
0.04,6.39,2000.0,Yes
0.04,11.36,2000.0,Yes
0.11,11.89,14000.0,No
0.14,12.53,18000.0,Yes
0.08,9.7,10000.0,Yes
0.12,10.39,15000.0,Yes
0.11,14.27,14400.0,Yes
0.04,11.83,2000.0,No
0.08,8.49,10000.0,Yes
0.04,11.01,2000.0,Yes
0.04,7.66,2000.0,Yes
0.11,13.48,14400.0,Yes
0.06,12.87,8000.0,Yes
0.11,12.18,15000.0,Yes
0.05,14.35,2000.0,No
0.04,12.98,2000.0,Yes
0.08,13.57,10000.0,Yes
0.09,7.51,12000.0,Yes
0.12,6.03,16000.0,Yes
0.05,13.8,2000.0,No
0.07,12.69,8800.0,Yes
0.06,8.9,7500.0,Yes
0.05,11.99,6000.0,Yes
0.11,6.99,15000.0,No
0.04,8.49,5000.0,Yes
0.15,6.54,20000.0,Yes
0.15,10.75,20000.0,No
0.11,10.25,15000.0,Yes
0.12,11.14,15250.0,Yes
0.12,11.48,14000.0,No
0.11,9.63,14000.0,Yes
0.05,7.68,6000.0,Yes
0.02,7.9,2300.0,Yes
0.08,8.63,10000.0,Yes
0.03,10.75,3500.0,Yes
0.15,17.56,20000.0,No
0.04,10.95,5000.0,No
0.15,10.75,20000.0,Yes
0.04,11.01,2000.0,No
0.04,6.62,5500.0,Yes
0.04,11.71,2000.0,Yes
0.36,11.11,15000.0,No
0.04,12.69,5000.0,No
0.36,11.71,15000.0,No
0.36,14.96,15000.0,No
0.04,6.62,2000.0,Yes
0.01,13.49,1200.0,Yes
0.05,16.89,2000.0,No
0.06,11.01,8000.0,Yes
0.04,9.25,2000.0,Yes
0.08,12.69,10000.0,Yes
0.25,11.01,9000.0,Yes
0.21,9.91,28000.0,Yes
0.21,7.51,27300.0,No
0.04,10.36,2000.0,Yes
0.06,10.37,2000.0,Yes
0.06,12.69,8400.0,Yes
0.19,9.91,25000.0,No
0.04,6.03,5000.0,No
0.02,8.49,2800.0,Yes
0.02,6.99,2500.0,Yes
0.07,11.01,9000.0,Yes
0.21,7.49,28000.0,Yes
0.04,5.42,2000.0,Yes
0.08,6.99,10800.0,Yes
0.05,10.59,7000.0,Yes
0.04,13.61,2000.0,Yes
0.06,11.01,8000.0,Yes
0.04,11.01,2000.0,No
0.08,15.62,10000.0,No
0.04,14.96,2000.0,No
0.11,9.99,14000.0,No
0.28,15.62,28000.0,No
0.04,7.66,2000.0,Yes
0.18,12.99,23750.0,Yes
0.14,14.79,16000.0,No
0.04,13.85,2000.0,Yes
0.04,13.49,2000.0,No
0.04,13.99,2000.0,Yes
0.04,7.66,2000.0,No
0.04,9.63,5000.0,Yes
0.04,11.49,2000.0,Yes
0.04,11.01,2000.0,No
0.03,6.92,4000.0,Yes
0.1,15.28,13200.0,Yes
0.07,11.11,9000.0,Yes
0.08,6.92,10800.0,Yes
0.05,10.37,6500.0,Yes
0.14,10.37,18000.0,No
0.04,7.51,2000.0,Yes
0.09,10.74,12000.0,Yes
0.11,11.11,15000.0,No
0.04,14.84,2000.0,No
0.35,7.51,12250.0,Yes
0.04,7.05,2000.0,Yes
0.04,13.49,2000.0,Yes
0.06,11.01,7800.0,Yes
0.06,12.98,8000.0,No
0.14,11.01,18000.0,Yes
0.05,9.99,6000.0,Yes
0.04,11.01,2000.0,Yes
0.06,13.72,7500.0,No
0.12,6.17,15600.0,Yes
0.04,12.98,2000.0,Yes
0.15,13.72,20000.0,Yes
0.04,11.36,2000.0,Yes
0.17,11.01,6000.0,Yes
0.13,8.88,17000.0,No
0.06,6.17,7500.0,No
0.04,6.91,5000.0,Yes
0.08,6.54,10000.0,Yes
0.04,12.98,5600.0,Yes
0.08,13.35,10000.0,Yes
0.04,12.69,2000.0,No
0.06,14.35,8000.0,Yes
0.11,7.88,15000.0,Yes
0.03,14.84,4500.0,Yes
0.09,7.14,12000.0,No
0.04,7.14,5000.0,No
0.04,15.62,2000.0,No
0.21,16.45,25000.0,No
0.03,10.74,2000.0,Yes
0.15,7.88,20000.0,Yes
0.15,11.01,20000.0,Yes
0.11,14.35,14400.0,No
0.06,6.76,8000.0,Yes
0.06,7.14,8000.0,No
0.19,11.49,25000.0,Yes
0.03,6.76,2000.0,Yes
